V1;V2
-1.55556333114084;0.615884732753962
-1.38614395119472;0.673439615944007
-0.336360733059944;-1.26100958192132
0.297270242648486;-1.398778334285
0.742786174027337;-0.966857379848227
0.6966618781357;-0.915600277767433
1.15328564348644;0.290653043157641
0.918229880892588;0.871258529456893
-0.0663507172466694;1.19400554258365
-0.818796071011289;1.30292517584727
0.0188547364010403;-0.0777296073952273
-1.57025055524745;0.763707319767764
-1.3978439265772;0.649495802390621
-0.321762433544488;-1.27258409864909
0.314060905363952;-1.45564046677263
0.764150211635066;-0.875833267050225
0.765179155047541;-0.89431248445456
1.11281132745563;0.157450441089225
0.959832868254805;0.846457863644064
-0.0547318313935193;1.04576377994619
-0.823939353807534;1.29942908005875
0.0536135670470529;-0.118339075192951
-1.58473100816464;0.802460614377748
-1.32659454768007;0.703066386522918
-0.376005516431878;-1.23318041998216
0.267626945909738;-1.37433772273697
0.641731081306993;-0.819657844352944
0.799191413338306;-0.900462746424079
1.07116820896103;0.022805770464936
1.07870522896734;0.79980689808772
-0.106216035962244;1.15698674450969
-0.839260480950456;1.32556848740411
0.0479773104360015;-0.165390322411407
-1.57871873808122;0.819965240824136
-1.27126073301257;0.71528488974153
-0.403502186303937;-1.22477296564866
0.216628457661456;-1.35363423262266
0.411305030422797;-0.715462011504271
0.792361012526737;-0.916660100879329
0.990342433355374;0.0621942900430068
0.992727848713817;0.529511554257085
-0.201176861817462;1.16094823253142
-0.83178361452206;1.20508092775918
0.0943503094416853;-0.277238374730287
-1.58478199950344;0.815184811634307
-1.19937077248077;0.647034904228997
-0.497766383271647;-1.1206687727866
0.182866112768098;-1.37043130998395
0.18067792635479;-0.636729161522485
0.758404432046497;-0.840300689316237
0.98030717858524;0.061017410031388
1.19583179328969;0.898442461185213
-0.238837612380995;1.04672743824476
-0.81448346958033;1.20763229623089
0.211048775822511;-0.466317043161618
-1.64798690357415;0.799110711867253
-1.18947610270515;0.618679915674586
-0.559825673022454;-0.972533323906646
0.099219735934889;-1.29982658500141
-0.0254052088337342;-0.436344209192107
0.770211430500005;-0.75093167213519
0.928823141600186;0.0862148663829124
1.24621771737978;0.907534847491899
-0.456056737329458;1.13488313751003
-0.814888010402193;1.32866415894536
0.153571817261678;-0.475509407234683
-2.1384446886117;1.81176809475726
-0.503647246696891;-0.55867238780899
-0.63023216043738;-1.11020880951692
0.138525011268639;-1.70095030032884
1.06126947423134;-0.638695899421421
0.243005216169045;-0.984346514026902
1.26840465940726;-0.0316585939014771
1.60511314346732;0.785269464669217
0.976888088977808;1.30692523083113
0.0163957674067345;1.94988225744492
-0.139659684591231;-0.0327594919608479
-2.16127224366509;1.96986544721888
-0.706465945345353;-0.294380704334331
-0.57041649171323;-1.11734332569749
0.11501703983672;-1.5899050975561
1.12786898986389;-0.494329414299851
0.302079348570041;-0.818015449322109
1.34676512346225;-0.154194231140668
1.66937871491655;0.964056291464475
0.992205425768064;1.26972993889862
