Base;Algo;K;ISM;ICH;ICS
200DATA;ASGBRKGA;1;0.38048080856796;18.1645933862085;187.9525
400P3C;ASGBRKGA;3;-0.289457661161357;11.2780926174144;346.342857142857
A1;ASGBRKGA;5;-0.0552646459664413;103.423147379382;2590.6942
BANKNOTE;ASGBRKGA;4;-0.0528148101103091;133.71230941708;1123.74847601378
BREASTB;ASGBRKGA;1;0.351277525148391;20.2434747093091;45.937701396348
CHART;ASGBRKGA;2;0.061551404062135;46.0639266510004;557.925925925926
CONCRETEDATA;ASGBRKGA;4;0.135014691358817;82.6745560749227;886.686546463245
DBLCA;ASGBRKGA;1;0.115818199227451;Inf;126.658561296859
DBLCB;ASGBRKGA;3;0.059590982224927;17.4626734494974;147.2
DOWJONES;ASGBRKGA;2;0.605295612601549;237.143655485719;693.974545454545
FACE;ASGBRKGA;4;-0.0843696652807644;23.8918798948959;198.462837837838
GAMMA400;ASGBRKGA;2;0.392314429216357;48725.4551145245;459.955555555556
HAYES-ROTH;ASGBRKGA;1;0.170470841114508;24.2303611147868;103.294372294372
INDIAN;ASGBRKGA;1;0.785870954234295;72.8320197302472;577.440333251654
INDOCHINACOMBAT;ASGBRKGA;1;0.602852863019803;30.4839539178739;66.8222222222222
MARONNA;ASGBRKGA;2;0.134046975690322;17.4791754698135;155.388571428571
NORMAL300;ASGBRKGA;2;0.262145153662345;6405.01001037954;249.741818181818
NUMBERS2;ASGBRKGA;4;-0.117451856513305;39.1910215578673;387.945833333333
OUTLIERS;ASGBRKGA;1;0.717791334548283;41.3221207119585;124.727735368957
PARKINSONS;ASGBRKGA;1;0.549694337342946;Inf;180.555311355311
PIB.MINAS;ASGBRKGA;1;0.986620904293427;1175.08643544466;849.915490086141
PIB100;ASGBRKGA;1;0.789244101093067;Inf;94.9140740740741
RUSPINI;ASGBRKGA;1;0.119236069012343;Inf;56.9638095238095
SONAR;ASGBRKGA;1;0.27377524459984;Inf;189.21978021978
SPHERICAL4D3C;ASGBRKGA;4;-0.0730653899228178;23.8794587309578;295.888125
SPRDESP;ASGBRKGA;1;0.681239121526153;83.1771724795862;632.631672203765
SYNTHETICCONTROL;ASGBRKGA;2;0.0203961437468473;26.3635174148634;560.549090909091
TRIPADVISOR;ASGBRKGA;1;0.222374494035895;56.6730827912916;947.79387755102
UNIFORM400;ASGBRKGA;4;-0.0765331307439484;40.7478793860101;271.361111111111
WAVEFORM21;ASGBRKGA;3;-0.00843241150695566;77.8846300067673;4826.48101818182
2-FACE;ASGBRKGA;1;0.448408755409086;Inf;170.95375
BROKEN-RING;ASGBRKGA;3;0.00849741611166068;87.1803970057258;605.9275
BUPA;ASGBRKGA;1;0.618288233605126;104.838897092282;330.663043478261
FORESTFIRES;ASGBRKGA;1;0.699253138990647;41.1255652164756;511.441834760984
GAUSS9;ASGBRKGA;3;-0.0691997102338724;21.4836261434815;840.772698412698
UNIFORM700;ASGBRKGA;3;0.0150162601116265;53.5346721497182;528.446530612245
VOWEL2;ASGBRKGA;4;-0.0243112686165665;37.6110863902102;439.662337662338
