V1;V2
0.979256993927451;-1.55178366210527
0.836784622560764;-1.50195741961957
0.874641577390922;-1.6039540021366
0.892595508874195;-1.6646676854111
0.798532662048566;-1.62761784097377
0.804989545191195;-1.69108772650471
0.841232279235684;-1.77721683763898
0.729078132689869;-1.6009230634063
0.652359609795716;-1.50282466461652
0.669643799123069;-1.6341348587205
0.684841528349896;-1.70634559033564
0.725789556514436;-1.76154686909726
0.740515046426388;-1.7905256096063
0.515734514019886;-1.39470607003483
0.557961891892129;-1.50107307559393
0.602473232705939;-1.55271104170628
0.571347897492261;-1.67124483776192
0.623123231841529;-1.79428642509659
0.670055903833826;-1.86972559828305
0.563551530037809;-1.74896797388994
0.554140941797702;-1.81082363863522
0.593139878098633;-1.88545570142885
0.541304409145248;-1.95477286255062
0.479174007926124;-1.80712295774903
0.453621211829445;-1.71030390866695
0.503842459997175;-1.62511927616244
0.457382027319754;-1.59291209408209
0.4044647114997;-1.4972350264708
0.36694262774751;-1.35994018853906
0.35639005803662;-1.44916037300771
0.36056297823768;-1.5673592979854
0.316996116053617;-1.60218531408526
0.351289758234492;-1.70774520925153
0.358218880691996;-1.81444708588858
0.411471067590003;-1.87482589808514
0.452419095754545;-1.93002717684676
0.370600273058261;-2.0905136143008
0.375503070019352;-1.94575727999257
0.336976373033297;-1.91435720830505
0.318017828316167;-1.95953829127477
0.268801193382301;-1.93882815753505
0.282049830745514;-2.0304696731822
0.19834205078974;-2.0180281462118
0.18200234009213;-1.97318193432004
0.203717087065702;-1.91650380300968
0.274983340051092;-1.8452375500243
0.267719346515636;-1.77383392880199
0.221731153153084;-1.78485873782774
0.270003309457204;-1.71910488935524
0.158596138700099;-1.74310359927037
0.147768832515372;-1.67526329069733
0.213522680987882;-1.62699113439322
0.247069347380046;-1.53225854541168
0.24336866649386;-1.4572916115401
0.177142578706476;-1.4623317767381
0.081268008254154;-1.52324296285363
0.111526098470884;-1.58913417956306
0.050949783433302;-1.64971049460063
0.0539807221635798;-1.79527393930169
0.118729957402225;-1.85289654924181
0.0879394932665011;-1.93613208988271
0.0741584819842972;-1.99361733158589
0.135816643888544;-2.09803524528138
0.0246069759724765;-2.00820545326092
0.0258863256801779;-2.05937118005839
0.0430932813747357;-1.91979237918509
-0.0412842407369518;-1.97794736304418
-0.0929222068493008;-1.93343602223036
-0.101525684696579;-2.00322542266701
-0.100581206066832;-2.08968940487923
-0.00935179513044213;-1.86734730267991
-0.0423660876036168;-1.81295313431111
0.0138398043918687;-1.74800639623144
-0.129499811971744;-1.88260516651083
-0.228937695073336;-1.94707966527563
-0.228465455758465;-1.99031165638174
-0.357826557998834;-1.95359668302236
-0.272779293731237;-1.82484518833379
-0.338198271125792;-1.83781908922316
-0.170920079451158;-1.7841718966431
-0.154245497675594;-1.79371985312013
-0.0235449111234038;-1.68924180482054
-0.112765095592061;-1.69979437453142
-0.0688633623300432;-1.62967010301682
-0.166824392882897;-1.6314818266435
-0.223030284878382;-1.69642856472317
-0.265790036669616;-1.7391883165144
-0.366507269478911;-1.75249708848172
-0.452499012376255;-1.79478460095807
-0.448738196885948;-1.67739278637322
-0.558668515094313;-1.63872872115023
-0.472341901119015;-1.56114295325913
